Brand Name,Identifier,Munsell Specification,Total Hue,Hue Prefix,Hue Letter(s),ASTM Hue,Value,Chroma
Mount Vision,31,3.95B 4.73/6.17,3.95B,3.95,B,63.95,4.73,6.17
Mount Vision,370,9.45R 3.45/6.18,9.45R,9.45,R,9.45,3.45,6.18
Unison,NE3,5.14YR 5.69/6.18,5.14YR,5.14,YR,15.14,5.69,6.18
Sennelier,17,4.31YR 6.86/6.18,4.31YR,4.31,YR,14.31,6.86,6.18
Unison,J11,7.48PB 7.06/6.18,7.48PB,7.48,PB,77.48,7.06,6.18
Great American,317.0,2.99BG 8.02/6.18,2.99BG,2.99,BG,52.99,8.02,6.18
Blue Earth,P5C,4.92RP 5.95/6.19,4.92RP,4.92,RP,94.92,5.95,6.19
Girault,185,0.50G 6.41/6.19,0.50G,0.50,G,40.50,6.41,6.19
Sennelier,705,4.71R 7.29/6.19,4.71R,4.71,R,4.71,7.29,6.19
Mount Vision,22,1.78RP 7.36/6.19,1.78RP,1.78,RP,91.78,7.36,6.19
Rembrandt,"205,8",0.56GY 8.54/6.19,0.56GY,0.56,GY,30.56,8.54,6.19
Girault,362,3.72P 3.17/6.20,3.72P,3.72,P,83.72,3.17,6.20
Girault,181,1.74G 3.83/6.20,1.74G,1.74,G,41.74,3.83,6.20
Blue Earth,T2B,1.50BG 4.64/6.20,1.50BG,1.50,BG,51.50,4.64,6.20
Mount Vision,832,5.58G 5.24/6.20,5.58G,5.58,G,45.58,5.24,6.20
Rembrandt,"620,7",9.47Y 6.00/6.20,9.47Y,9.47,Y,29.47,6.00,6.20
Girault,274,1.62R 6.82/6.20,1.62R,1.62,R,1.62,6.82,6.20
Sennelier,241,9.92YR 4.69/6.21,9.92YR,9.92,YR,19.92,4.69,6.21
Great American,660.2,1.95R 5.16/6.21,1.95R,1.95,R,1.95,5.16,6.21
Schmincke,029B,3.09Y 5.88/6.21,3.09Y,3.09,Y,23.09,5.88,6.21
Schmincke,032H,8.09YR 5.74/6.22,8.09YR,8.09,YR,18.09,5.74,6.22
Unison,O6,8.33R 7.88/6.22,8.33R,8.33,R,8.33,7.88,6.22
Rembrandt,"371,3",5.00R 3.33/6.23,5.00R,5.00,R,5.00,3.33,6.23
Rembrandt,"318,3",9.32R 3.86/6.23,9.32R,9.32,R,9.32,3.86,6.23
Blue Earth,V4B,0.25RP 5.83/6.23,0.25RP,0.25,RP,90.25,5.83,6.23
Sennelier,285,6.49P 6.94/6.23,6.49P,6.49,P,86.49,6.94,6.23
Schmincke,069O,0.42PB 5.51/6.24,0.42PB,0.42,PB,70.42,5.51,6.24
Great American,420.5,0.49PB 7.67/6.24,0.49PB,0.49,PB,70.49,7.67,6.24
Girault,102,7.52Y 9.04/6.24,7.52Y,7.52,Y,27.52,9.04,6.24
Schmincke,067O,0.37PB 5.51/6.25,0.37PB,0.37,PB,70.37,5.51,6.25
Unison,BE9,5.55YR 6.82/6.25,5.55YR,5.55,YR,15.55,6.82,6.25
Blue Earth,O7B,3.78YR 8.19/6.25,3.78YR,3.78,YR,13.78,8.19,6.25
Schmincke,690B,0.62PB 3.77/6.26,0.62PB,0.62,PB,70.62,3.77,6.26
Sennelier,811,2.63BG 6.03/6.26,2.63BG,2.63,BG,52.63,6.03,6.26
Schmincke,057H,9.61PB 6.67/6.26,9.61PB,9.61,PB,79.61,6.67,6.26
Great American,720.4,3.58P 7.66/6.26,3.58P,3.58,P,83.58,7.66,6.26
Schmincke,022M,8.47R 6.36/6.27,8.47R,8.47,R,8.47,6.36,6.27
Rembrandt,"640,9",6.90BG 6.50/6.27,6.90BG,6.90,BG,56.90,6.50,6.27
Mount Vision,293,4.43Y 9.28/6.27,4.43Y,4.43,Y,24.43,9.28,6.27
Schmincke,029H,2.93Y 7.24/6.28,2.93Y,2.93,Y,22.93,7.24,6.28
Rembrandt,"318,9",2.50R 7.37/6.28,2.50R,2.50,R,2.50,7.37,6.28
Schmincke,028B,3.35Y 6.38/6.29,3.35Y,3.35,Y,23.35,6.38,6.29
Unison,RE17,2.74YR 3.93/6.30,2.74YR,2.74,YR,12.74,3.93,6.30
Blue Earth,R5B,7.93R 6.33/6.30,7.93R,7.93,R,7.93,6.33,6.30
Great American,100.3,1.18YR 6.94/6.30,1.18YR,1.18,YR,11.18,6.94,6.30
Mount Vision,320,6.84R 3.49/6.31,6.84R,6.84,R,6.84,3.49,6.31
Unison,BV17,4.65PB 3.75/6.31,4.65PB,4.65,PB,74.65,3.75,6.31
Schmincke,016B,8.42YR 5.52/6.31,8.42YR,8.42,YR,18.42,5.52,6.31
Girault,71,0.41YR 6.99/6.32,0.41YR,0.41,YR,10.41,6.99,6.32
Schmincke,920H,8.17Y 8.86/6.32,8.17Y,8.17,Y,28.17,8.86,6.32
Schmincke,059O,4.24P 6.68/6.33,4.24P,4.24,P,84.24,6.68,6.33
Sennelier,818,3.86YR 6.99/6.33,3.86YR,3.86,YR,13.86,6.99,6.33
Schmincke,016M,7.16YR 7.45/6.33,7.16YR,7.16,YR,17.16,7.45,6.33
Mount Vision,333,1.22P 6.70/6.34,1.22P,1.22,P,81.22,6.70,6.34
Girault,308,2.62R 6.77/6.34,2.62R,2.62,R,2.62,6.77,6.34
Schmincke,064M,2.63PB 7.33/6.34,2.63PB,2.63,PB,72.63,7.33,6.34
Mount Vision,222,3.54PB 7.58/6.34,3.54PB,3.54,PB,73.54,7.58,6.34
Mount Vision,843,5.74R 7.91/6.34,5.74R,5.74,R,5.74,7.91,6.34
Rembrandt,"508,5",5.07PB 2.45/6.35,5.07PB,5.07,PB,75.07,2.45,6.35
Girault,262,7.68G 3.54/6.35,7.68G,7.68,G,47.68,3.54,6.35
Schmincke,029D,2.87Y 6.03/6.35,2.87Y,2.87,Y,22.87,6.03,6.35
Great American,915.4,0.53YR 7.30/6.35,0.53YR,0.53,YR,10.53,7.30,6.35
Schmincke,076B,2.19G 4.81/6.36,2.19G,2.19,G,42.19,4.81,6.36
Great American,380.1,4.65Y 6.79/6.36,4.65Y,4.65,Y,24.65,6.79,6.36
Sennelier,733,1.63B 7.45/6.36,1.63B,1.63,B,61.63,7.45,6.36
Rembrandt,"626,9",5.04GY 7.68/6.36,5.04GY,5.04,GY,35.04,7.68,6.36
Girault,287,1.37PB 2.14/6.37,1.37PB,1.37,PB,71.37,2.14,6.37
Unison,Port1,2.67YR 7.65/6.37,2.67YR,2.67,YR,12.67,7.65,6.37
Great American,565.2,4.06GY 8.62/6.37,4.06GY,4.06,GY,34.06,8.62,6.37
Girault,121,1.21YR 3.71/6.38,1.21YR,1.21,YR,11.21,3.71,6.38
Girault,292,6.82B 5.61/6.38,6.82B,6.82,B,66.82,5.61,6.38
Sennelier,925,5.49R 7.41/6.38,5.49R,5.49,R,5.49,7.41,6.38
Blue Earth,L4A,7.35Y 5.77/6.40,7.35Y,7.35,Y,27.35,5.77,6.40
Unison,BG10,4.35B 7.28/6.40,4.35B,4.35,B,64.35,7.28,6.40
Unison,G32,5.53GY 5.09/6.41,5.53GY,5.53,GY,35.53,5.09,6.41
Sennelier,765,0.02G 8.56/6.41,0.02G,0.02,G,40.02,8.56,6.41
Schmincke,017M,7.03YR 7.37/6.42,7.03YR,7.03,YR,17.03,7.37,6.42
Schmincke,072O,3.31G 8.30/6.43,3.31G,3.31,G,43.31,8.30,6.43
Unison,BE10,3.77YR 6.20/6.44,3.77YR,3.77,YR,13.77,6.20,6.44
Schmincke,075H,1.98G 6.93/6.44,1.98G,1.98,G,41.98,6.93,6.44
Rembrandt,"640,5",8.07BG 3.93/6.45,8.07BG,8.07,BG,58.07,3.93,6.45
Mount Vision,60,2.40GY 5.53/6.45,2.40GY,2.40,GY,32.40,5.53,6.45
Great American,660.1,9.19RP 3.73/6.46,9.19RP,9.19,RP,99.19,3.73,6.46
Sennelier,752,8.71Y 4.27/6.46,8.71Y,8.71,Y,28.71,4.27,6.46
Girault,361,1.86P 2.18/6.47,1.86P,1.86,P,81.86,2.18,6.47
Blue Earth,C1A,1.59PB 3.38/6.48,1.59PB,1.59,PB,71.59,3.38,6.48
Great American,375.3,5.46P 6.52/6.48,5.46P,5.46,P,85.46,6.52,6.48
Rembrandt,"371,8",0.82R 7.17/6.48,0.82R,0.82,R,0.82,7.17,6.48
Sennelier,715,9.27B 7.56/6.48,9.27B,9.27,B,69.27,7.56,6.48
Mount Vision,853,8.29P 6.22/6.49,8.29P,8.29,P,88.29,6.22,6.49
Mount Vision,772,6.31B 6.62/6.49,6.31B,6.31,B,66.31,6.62,6.49
Great American,660.0,1.79R 3.16/6.50,1.79R,1.79,R,1.79,3.16,6.50
Schmincke,075D,0.82G 6.27/6.50,0.82G,0.82,G,40.82,6.27,6.50
Mount Vision,413,6.72RP 7.36/6.50,6.72RP,6.72,RP,96.72,7.36,6.50
Great American,105.4,5.07YR 7.35/6.51,5.07YR,5.07,YR,15.07,7.35,6.51
Mount Vision,720,4.59B 3.74/6.52,4.59B,4.59,B,64.59,3.74,6.52
Mount Vision,572,7.70P 6.15/6.52,7.70P,7.70,P,87.70,6.15,6.52
Mount Vision,252,3.94RP 6.53/6.52,3.94RP,3.94,RP,93.94,6.53,6.52
Unison,T5,0.27B 7.26/6.52,0.27B,0.27,B,60.27,7.26,6.52
Sennelier,945,2.38RP 7.39/6.52,2.38RP,2.38,RP,92.38,7.39,6.52
Unison,YGE7,5.24Y 7.94/6.52,5.24Y,5.24,Y,25.24,7.94,6.52
Schmincke,056B,3.45P 4.52/6.53,3.45P,3.45,P,83.45,4.52,6.53
Mount Vision,140,5.54PB 4.53/6.53,5.54PB,5.54,PB,75.54,4.53,6.53
Mount Vision,102,6.46R 6.59/6.53,6.46R,6.46,R,6.46,6.59,6.53
Girault,387,9.17RP 7.56/6.53,9.17RP,9.17,RP,99.17,7.56,6.53
Blue Earth,R4C,8.25R 5.79/6.54,8.25R,8.25,R,8.25,5.79,6.54
Sennelier,307,4.94R 7.16/6.54,4.94R,4.94,R,4.94,7.16,6.54
Unison,G17,2.44GY 7.34/6.54,2.44GY,2.44,GY,32.44,7.34,6.54
Great American,740.2,2.27P 5.59/6.55,2.27P,2.27,P,82.27,5.59,6.55
Great American,350.2,6.47Y 7.24/6.55,6.47Y,6.47,Y,26.47,7.24,6.55
Unison,T1,8.15BG 4.49/6.56,8.15BG,8.15,BG,58.15,4.49,6.56
Unison,BG14,1.61B 4.56/6.56,1.61B,1.61,B,61.61,4.56,6.56
Unison,RE5,8.20R 4.94/6.56,8.20R,8.20,R,8.20,4.94,6.56
Schmincke,056H,3.22P 6.42/6.56,3.22P,3.22,P,83.22,6.42,6.56
Girault,28,0.50YR 6.87/6.56,0.50YR,0.50,YR,10.50,6.87,6.56
Unison,J8,5.89RP 5.34/6.57,5.89RP,5.89,RP,95.89,5.34,6.57
Great American,555.2,0.97G 7.38/6.57,0.97G,0.97,G,40.97,7.38,6.57
Unison,BG13,2.57B 4.03/6.58,2.57B,2.57,B,62.57,4.03,6.58
Great American,815.3,6.00R 6.45/6.58,6.00R,6.00,R,6.00,6.45,6.58
Mount Vision,632,9.33BG 6.97/6.58,9.33BG,9.33,BG,59.33,6.97,6.58
Sennelier,954,7.36B 5.36/6.59,7.36B,7.36,B,67.36,5.36,6.59
Schmincke,068M,1.14B 6.57/6.59,1.14B,1.14,B,61.14,6.57,6.59
Schmincke,021H,0.43YR 6.71/6.59,0.43YR,0.43,YR,10.43,6.71,6.59
Schmincke,023D,7.02R 3.84/6.60,7.02R,7.02,R,7.02,3.84,6.60
Unison,YGE9,0.62GY 6.75/6.60,0.62GY,0.62,GY,30.62,6.75,6.60
Blue Earth,V1B,8.56P 3.41/6.61,8.56P,8.56,P,88.56,3.41,6.61
Great American,560.3,5.20GY 7.05/6.61,5.20GY,5.20,GY,35.20,7.05,6.61
Mount Vision,11,9.97YR 8.10/6.61,9.97YR,9.97,YR,19.97,8.10,6.61
Rembrandt,"339,5",1.19YR 6.29/6.62,1.19YR,1.19,YR,11.19,6.29,6.62
Rembrandt,"545,8",3.08RP 7.53/6.62,3.08RP,3.08,RP,93.08,7.53,6.62
Schmincke,930H,3.90RP 7.92/6.62,3.90RP,3.90,RP,93.90,7.92,6.62
Mount Vision,330,0.67P 4.18/6.63,0.67P,0.67,P,80.67,4.18,6.63
Blue Earth,R3B,8.27R 4.33/6.63,8.27R,8.27,R,8.27,4.33,6.63
Girault,56,0.24R 7.50/6.63,0.24R,0.24,R,0.24,7.50,6.63
Schmincke,048D,5.34RP 2.41/6.64,5.34RP,5.34,RP,95.34,2.41,6.64
Blue Earth,R1A,4.17R 3.22/6.64,4.17R,4.17,R,4.17,3.22,6.64
Sennelier,293,9.57B 6.48/6.64,9.57B,9.57,B,69.57,6.48,6.64
Great American,560.4,4.64GY 7.56/6.64,4.64GY,4.64,GY,34.64,7.56,6.64
Blue Earth,L7B,8.74Y 8.39/6.64,8.74Y,8.74,Y,28.74,8.39,6.64
Schmincke,032D,8.44YR 5.15/6.65,8.44YR,8.44,YR,18.44,5.15,6.65
Unison,YGE8,6.56Y 7.26/6.66,6.56Y,6.56,Y,26.56,7.26,6.66
Great American,700.4,0.07RP 7.66/6.66,0.07RP,0.07,RP,90.07,7.66,6.66
Mount Vision,51,9.60GY 6.08/6.67,9.60GY,9.60,GY,39.60,6.08,6.67
Great American,945.2,2.17B 7.37/6.67,2.17B,2.17,B,62.17,7.37,6.67
Schmincke,077O,9.19GY 8.41/6.67,9.19GY,9.19,GY,39.19,8.41,6.67
Rembrandt,"343,5",8.22R 3.83/6.68,8.22R,8.22,R,8.22,3.83,6.68
Blue Earth,T2A,3.54BG 4.66/6.68,3.54BG,3.54,BG,53.54,4.66,6.68
Mount Vision,490,4.14YR 5.11/6.68,4.14YR,4.14,YR,14.14,5.11,6.68
Great American,600.3,8.11RP 6.92/6.68,8.11RP,8.11,RP,98.11,6.92,6.68
Unison,R12,5.76R 7.38/6.68,5.76R,5.76,R,5.76,7.38,6.68
Schmincke,049D,4.55RP 2.60/6.69,4.55RP,4.55,RP,94.55,2.60,6.69
Rembrandt,"508,8",0.68PB 5.63/6.69,0.68PB,0.68,PB,70.68,5.63,6.69
Unison,RE12,8.11R 3.38/6.70,8.11R,8.11,R,8.11,3.38,6.70
Great American,860.4,3.90RP 7.60/6.70,3.90RP,3.90,RP,93.90,7.60,6.70
Schmincke,068H,0.82B 5.23/6.71,0.82B,0.82,B,60.82,5.23,6.71
Sennelier,953,1.51Y 6.46/6.71,1.51Y,1.51,Y,21.51,6.46,6.71
Unison,NE6,6.12YR 7.13/6.71,6.12YR,6.12,YR,16.12,7.13,6.71
Mount Vision,241,3.01RP 7.72/6.71,3.01RP,3.01,RP,93.01,7.72,6.71
Schmincke,018B,9.86R 3.79/6.72,9.86R,9.86,R,9.86,3.79,6.72
Great American,160.3,7.73R 5.62/6.72,7.73R,7.73,R,7.73,5.62,6.72
Rembrandt,"570,7",9.24B 6.48/6.72,9.24B,9.24,B,69.24,6.48,6.72
Unison,BV3,2.45P 6.86/6.72,2.45P,2.45,P,82.45,6.86,6.72
Mount Vision,663,6.75Y 7.06/6.72,6.75Y,6.75,Y,26.75,7.06,6.72
Rembrandt,"570,3",9.15B 3.71/6.73,9.15B,9.15,B,69.15,3.71,6.73
Girault,220,1.85YR 4.20/6.73,1.85YR,1.85,YR,11.85,4.20,6.73
Schmincke,059M,3.12P 5.78/6.73,3.12P,3.12,P,83.12,5.78,6.73
Sennelier,744,1.65B 7.33/6.73,1.65B,1.65,B,61.65,7.33,6.73
Great American,600.4,5.61RP 7.44/6.73,5.61RP,5.61,RP,95.61,7.44,6.73
Great American,855.4,7.33YR 8.23/6.73,7.33YR,7.33,YR,17.33,8.23,6.73
Girault,135,4.82YR 4.72/6.74,4.82YR,4.82,YR,14.82,4.72,6.74
Blue Earth,O6C,4.57YR 7.73/6.74,4.57YR,4.57,YR,14.57,7.73,6.74
Unison,G10,6.50GY 5.90/6.75,6.50GY,6.50,GY,36.50,5.90,6.75
Blue Earth,E6B,7.66GY 7.95/6.75,7.66GY,7.66,GY,37.66,7.95,6.75
Schmincke,022B,9.99R 3.68/6.76,9.99R,9.99,R,9.99,3.68,6.76
Schmincke,072D,3.46G 5.54/6.76,3.46G,3.46,G,43.46,5.54,6.76
Sennelier,810,0.65PB 6.32/6.77,0.65PB,0.65,PB,70.65,6.32,6.77
Blue Earth,Y7B,2.18Y 8.23/6.77,2.18Y,2.18,Y,22.18,8.23,6.77
Blue Earth,Y4B,7.27YR 5.56/6.78,7.27YR,7.27,YR,17.27,5.56,6.78
Mount Vision,312,3.66YR 6.09/6.78,3.66YR,3.66,YR,13.66,6.09,6.78
Great American,550.4,9.56GY 8.32/6.78,9.56GY,9.56,GY,39.56,8.32,6.78
Unison,BV18,5.27PB 2.74/6.79,5.27PB,5.27,PB,75.27,2.74,6.79
Girault,134,1.55YR 4.24/6.79,1.55YR,1.55,YR,11.55,4.24,6.79
Mount Vision,531,4.98Y 6.75/6.79,4.98Y,4.98,Y,24.98,6.75,6.79
Mount Vision,563,2.83GY 6.75/6.79,2.83GY,2.83,GY,32.83,6.75,6.79
Schmincke,018M,3.78YR 6.82/6.79,3.78YR,3.78,YR,13.78,6.82,6.79
Schmincke,050B,8.42P 3.05/6.80,8.42P,8.42,P,88.42,3.05,6.80
Blue Earth,B3B,2.36PB 5.07/6.80,2.36PB,2.36,PB,72.36,5.07,6.80
Unison,J9,5.93PB 5.82/6.80,5.93PB,5.93,PB,75.93,5.82,6.80
Sennelier,343,0.14Y 8.57/6.80,0.14Y,0.14,Y,20.14,8.57,6.80
Sennelier,371,6.24YR 7.78/6.81,6.24YR,6.24,YR,16.24,7.78,6.81
Girault,92,8.07R 5.51/6.82,8.07R,8.07,R,8.07,5.51,6.82
Blue Earth,P4C,4.42RP 5.19/6.83,4.42RP,4.42,RP,94.42,5.19,6.83
Schmincke,033H,4.69YR 5.48/6.83,4.69YR,4.69,YR,14.69,5.48,6.83
Schmincke,065H,5.87B 6.84/6.84,5.87B,5.87,B,65.87,6.84,6.84
Girault,115,8.49YR 6.98/6.84,8.49YR,8.49,YR,18.49,6.98,6.84
Girault,231,9.42GY 7.26/6.84,9.42GY,9.42,GY,39.42,7.26,6.84
Sennelier,815,7.41R 5.10/6.85,7.41R,7.41,R,7.41,5.10,6.85
Blue Earth,T5A,4.01BG 7.40/6.85,4.01BG,4.01,BG,54.01,7.40,6.85
Mount Vision,273,5.02Y 8.81/6.85,5.02Y,5.02,Y,25.02,8.81,6.85
Schmincke,045B,5.37R 2.70/6.86,5.37R,5.37,R,5.37,2.70,6.86
Blue Earth,T3B,0.80BG 5.55/6.86,0.80BG,0.80,BG,50.80,5.55,6.86
Rembrandt,"626,5",5.56GY 5.30/6.87,5.56GY,5.56,GY,35.56,5.30,6.87
Schmincke,033D,3.97YR 4.48/6.88,3.97YR,3.97,YR,13.97,4.48,6.88
Schmincke,028D,3.17Y 6.63/6.88,3.17Y,3.17,Y,23.17,6.63,6.88
Sennelier,208,4.62GY 8.88/6.89,4.62GY,4.62,GY,34.62,8.88,6.89
Girault,263,0.75G 3.98/6.90,0.75G,0.75,G,40.75,3.98,6.90
Great American,500.0,7.36BG 4.42/6.90,7.36BG,7.36,BG,57.36,4.42,6.90
Blue Earth,P7A,4.98RP 7.78/6.91,4.98RP,4.98,RP,94.98,7.78,6.91
Great American,620.5,7.85R 7.70/6.92,7.85R,7.85,R,7.85,7.70,6.92
Unison,Port9,8.49RP 3.78/6.93,8.49RP,8.49,RP,98.49,3.78,6.93
Rembrandt,"627,8",6.05G 5.66/6.94,6.05G,6.05,G,46.05,5.66,6.94
Mount Vision,800,3.17GY 5.92/6.94,3.17GY,3.17,GY,33.17,5.92,6.94
Great American,485.3,2.09B 6.69/6.94,2.09B,2.09,B,62.09,6.69,6.94
Schmincke,048O,2.11RP 6.82/6.94,2.11RP,2.11,RP,92.11,6.82,6.94
Unison,BE11,3.21YR 4.93/6.95,3.21YR,3.21,YR,13.21,4.93,6.95
Sennelier,724,7.11BG 7.40/6.95,7.11BG,7.11,BG,57.11,7.40,6.95
Blue Earth,P6B,5.07RP 7.08/6.96,5.07RP,5.07,RP,95.07,7.08,6.96
Mount Vision,406,7.24R 3.07/6.97,7.24R,7.24,R,7.24,3.07,6.97
Great American,575.4,6.12Y 9.12/6.98,6.12Y,6.12,Y,26.12,9.12,6.98
Blue Earth,V3B,0.52RP 5.05/6.99,0.52RP,0.52,RP,90.52,5.05,6.99
Great American,110.2,5.53YR 7.03/6.99,5.53YR,5.53,YR,15.53,7.03,6.99
Great American,555.3,1.90G 7.58/6.99,1.90G,1.90,G,41.90,7.58,6.99
Unison,Y11,4.48Y 8.75/6.99,4.48Y,4.48,Y,24.48,8.75,6.99
Schmincke,042M,9.36R 8.02/7.00,9.36R,9.36,R,9.36,8.02,7.00
Schmincke,008O,1.5GY 9.5/7,1.50GY,1.50,GY,31.50,9.50,7.00
Sennelier,460,0.56YR 3.06/7.01,0.56YR,0.56,YR,10.56,3.06,7.01
Sennelier,349,0.53BG 6.93/7.01,0.53BG,0.53,BG,50.53,6.93,7.01
Mount Vision,631,7.30BG 6.26/7.02,7.30BG,7.30,BG,57.30,6.26,7.02
Girault,288,9.94B 3.07/7.03,9.94B,9.94,B,69.94,3.07,7.03
Blue Earth,C5A,8.75B 6.81/7.03,8.75B,8.75,B,68.75,6.81,7.03
Unison,Port8,5.84R 3.15/7.04,5.84R,5.84,R,5.84,3.15,7.04
Great American,495.3,7.42BG 6.66/7.04,7.42BG,7.42,BG,57.42,6.66,7.04
Girault,87,2.32R 7.41/7.04,2.32R,2.32,R,2.32,7.41,7.04
Sennelier,16,3.71YR 6.43/7.05,3.71YR,3.71,YR,13.71,6.43,7.05
Girault,393,4.74PB 7.06/7.05,4.74PB,4.74,PB,74.74,7.06,7.05
Mount Vision,722,1.40B 5.58/7.06,1.40B,1.40,B,61.40,5.58,7.06
Great American,710.4,7.73P 7.56/7.06,7.73P,7.73,P,87.73,7.56,7.06
Sennelier,604,0.97GY 9.36/7.06,0.97GY,0.97,GY,30.97,9.36,7.06
Great American,500.4,9.86BG 6.66/7.07,9.86BG,9.86,BG,59.86,6.66,7.07
Sennelier,725,6.05BG 7.51/7.07,6.05BG,6.05,BG,56.05,7.51,7.07
Girault,348,2.26BG 5.36/7.08,2.26BG,2.26,BG,52.26,5.36,7.08
Mount Vision,373,7.38R 5.65/7.08,7.38R,7.38,R,7.38,5.65,7.08
Mount Vision,201,5.25GY 8.27/7.08,5.25GY,5.25,GY,35.25,8.27,7.08
Girault,183,0.90G 4.61/7.09,0.90G,0.90,G,40.90,4.61,7.09
Girault,144,5.29YR 5.22/7.09,5.29YR,5.29,YR,15.29,5.22,7.09
Blue Earth,O3C,9.01R 4.80/7.10,9.01R,9.01,R,9.01,4.80,7.10
Sennelier,141,5.11YR 4.90/7.10,5.11YR,5.11,YR,15.11,4.90,7.10
Blue Earth,B5A,4.62PB 7.25/7.10,4.62PB,4.62,PB,74.62,7.25,7.10
Schmincke,014B,1.75Y 6.37/7.12,1.75Y,1.75,Y,21.75,6.37,7.12
Rembrandt,"318,8",2.19R 6.91/7.12,2.19R,2.19,R,2.19,6.91,7.12
Schmincke,028H,3.49Y 6.94/7.12,3.49Y,3.49,Y,23.49,6.94,7.12
Rembrandt,"205,3",0.44GY 6.67/7.13,0.44GY,0.44,GY,30.44,6.67,7.13
Blue Earth,P2B,8.98RP 3.53/7.14,8.98RP,8.98,RP,98.98,3.53,7.14
Girault,142,1.42YR 4.40/7.14,1.42YR,1.42,YR,11.42,4.40,7.14
Sennelier,71,3.05YR 6.19/7.14,3.05YR,3.05,YR,13.05,6.19,7.14
Unison,SC14,7.41B 3.79/7.15,7.41B,7.41,B,67.41,3.79,7.15
Sennelier,796,9.78RP 7.51/7.15,9.78RP,9.78,RP,99.78,7.51,7.15
Great American,550.3,7.88GY 7.76/7.15,7.88GY,7.88,GY,37.88,7.76,7.15
Schmincke,600B,7.34PB 2.30/7.16,7.34PB,7.34,PB,77.34,2.30,7.16
Rembrandt,"640,7",8.09BG 5.20/7.16,8.09BG,8.09,BG,58.09,5.20,7.16
Rembrandt,"234,5",9.31YR 6.70/7.16,9.31YR,9.31,YR,19.31,6.70,7.16
Sennelier,386,3.49RP 7.81/7.17,3.49RP,3.49,RP,93.49,7.81,7.17
Girault,276,0.88G 6.41/7.18,0.88G,0.88,G,40.88,6.41,7.18
Schmincke,071M,4.54BG 7.40/7.18,4.54BG,4.54,BG,54.54,7.40,7.18
Sennelier,511,9.65YR 5.35/7.19,9.65YR,9.65,YR,19.65,5.35,7.19
Sennelier,814,9.00YR 7.36/7.19,9.00YR,9.00,YR,19.00,7.36,7.19
Unison,R17,9.16RP 6.46/7.20,9.16RP,9.16,RP,99.16,6.46,7.20
Rembrandt,"372,8",7.47R 6.84/7.21,7.47R,7.47,R,7.47,6.84,7.21
Blue Earth,R6A,6.10R 7.43/7.21,6.10R,6.10,R,6.10,7.43,7.21
Mount Vision,852,7.19P 4.94/7.22,7.19P,7.19,P,87.19,4.94,7.22
Girault,242,5.90Y 5.31/7.22,5.90Y,5.90,Y,25.90,5.31,7.22
Girault,356,3.55PB 6.00/7.22,3.55PB,3.55,PB,73.55,6.00,7.22
Mount Vision,83,1.32PB 7.51/7.22,1.32PB,1.32,PB,71.32,7.51,7.22
Great American,690.4,0.58RP 7.94/7.22,0.58RP,0.58,RP,90.58,7.94,7.22
Sennelier,228,1.33G 4.67/7.23,1.33G,1.33,G,41.33,4.67,7.23
Sennelier,292,1.03PB 5.78/7.23,1.03PB,1.03,PB,71.03,5.78,7.23
Sennelier,124,8.90YR 7.04/7.23,8.90YR,8.90,YR,18.90,7.04,7.23
Sennelier,917,5.20GY 7.66/7.23,5.20GY,5.20,GY,35.20,7.66,7.23
Rembrandt,"633,7",1.74GY 8.26/7.23,1.74GY,1.74,GY,31.74,8.26,7.23
Great American,570.5,1.34GY 9.38/7.23,1.34GY,1.34,GY,31.34,9.38,7.23
Schmincke,059D,0.20P 1.77/7.24,0.20P,0.20,P,80.20,1.77,7.24
Mount Vision,250,7.28RP 3.40/7.24,7.28RP,7.28,RP,97.28,3.40,7.24
Sennelier,8,3.48YR 4.94/7.24,3.48YR,3.48,YR,13.48,4.94,7.24
Mount Vision,310,4.39YR 4.89/7.25,4.39YR,4.39,YR,14.39,4.89,7.25
Blue Earth,O4C,1.58YR 5.95/7.25,1.58YR,1.58,YR,11.58,5.95,7.25
Great American,585.4,4.81YR 8.21/7.25,4.81YR,4.81,YR,14.81,8.21,7.25
Schmincke,017B,4.60YR 4.83/7.26,4.60YR,4.60,YR,14.60,4.83,7.26
Girault,204,6.05GY 5.13/7.26,6.05GY,6.05,GY,36.05,5.13,7.26
Mount Vision,785,2.52P 7.12/7.26,2.52P,2.52,P,82.52,7.12,7.26
Mount Vision,190,4.71YR 4.70/7.27,4.71YR,4.71,YR,14.71,4.70,7.27
Schmincke,065B,4.93B 4.77/7.27,4.93B,4.93,B,64.93,4.77,7.27
Unison,T4,0.49B 6.21/7.27,0.49B,0.49,B,60.49,6.21,7.27
Mount Vision,823,8.87GY 7.48/7.27,8.87GY,8.87,GY,38.87,7.48,7.27
Schmincke,047O,3.31RP 7.90/7.27,3.31RP,3.31,RP,93.31,7.90,7.27
Girault,324,8.39RP 3.23/7.28,8.39RP,8.39,RP,98.39,3.23,7.28
Blue Earth,T3A,3.79BG 5.41/7.28,3.79BG,3.79,BG,53.79,5.41,7.28
Schmincke,007M,0.06GY 9.33/7.28,0.06GY,0.06,GY,30.06,9.33,7.28
Rembrandt,"411,8",3.56YR 6.42/7.29,3.56YR,3.56,YR,13.56,6.42,7.29
Sennelier,90,9.70R 3.33/7.30,9.70R,9.70,R,9.70,3.33,7.30
